order_id,transaction_date,item_id,item_name,category,price_kes
589,2025-06-02,F04,Chicken Wings,Fast Food,500
589,2025-06-02,F02,French Fries,Fast Food,200
589,2025-06-02,F13,Chapati,Local,50
590,2025-04-05,F04,Chicken Wings,Fast Food,500
590,2025-04-05,F02,French Fries,Fast Food,200
591,2025-04-09,F04,Chicken Wings,Fast Food,500
591,2025-04-09,F02,French Fries,Fast Food,200
592,2025-04-06,F07,California Roll Sushi,Japanese,700
592,2025-04-06,F08,Miso Soup,Japanese,150
592,2025-04-06,F09,Green Tea,Beverages,100
593,2025-05-06,F04,Chicken Wings,Fast Food,500
593,2025-05-06,F02,French Fries,Fast Food,200
594,2025-05-12,F10,Chicken Biryani,Indian,550
594,2025-05-12,F11,Raita,Indian,100
594,2025-05-12,F12,Naan Bread,Indian,80
595,2025-02-11,F12,Naan Bread,Indian,80
595,2025-02-11,F13,Chapati,Local,50
596,2025-01-08,F08,Miso Soup,Japanese,150
596,2025-01-08,F04,Chicken Wings,Fast Food,500
596,2025-01-08,F01,Beef Burger,Fast Food,450
596,2025-01-08,F15,Ice Cream,Dessert,250
597,2025-04-05,F01,Beef Burger,Fast Food,450
598,2025-06-13,F10,Chicken Biryani,Indian,550
598,2025-06-13,F11,Raita,Indian,100
598,2025-06-13,F12,Naan Bread,Indian,80
599,2025-03-03,F01,Beef Burger,Fast Food,450
599,2025-03-03,F05,Margherita Pizza,Italian,900
600,2025-02-18,F10,Chicken Biryani,Indian,550
600,2025-02-18,F11,Raita,Indian,100
600,2025-02-18,F12,Naan Bread,Indian,80
601,2025-03-26,F07,California Roll Sushi,Japanese,700
601,2025-03-26,F08,Miso Soup,Japanese,150
601,2025-03-26,F09,Green Tea,Beverages,100
602,2025-04-30,F06,Garlic Bread,Italian,250
602,2025-04-30,F09,Green Tea,Beverages,100
602,2025-04-30,F12,Naan Bread,Indian,80
602,2025-04-30,F04,Chicken Wings,Fast Food,500
603,2025-03-03,F09,Green Tea,Beverages,100
603,2025-03-03,F10,Chicken Biryani,Indian,550
604,2025-05-11,F06,Garlic Bread,Italian,250
604,2025-05-11,F01,Beef Burger,Fast Food,450
604,2025-05-11,F03,Soda,Beverages,100
604,2025-05-11,F13,Chapati,Local,50
605,2025-02-07,F05,Margherita Pizza,Italian,900
605,2025-02-07,F06,Garlic Bread,Italian,250
606,2025-01-25,F04,Chicken Wings,Fast Food,500
606,2025-01-25,F02,French Fries,Fast Food,200
606,2025-01-25,F14,Chocolate Cake,Dessert,300
607,2025-05-23,F01,Beef Burger,Fast Food,450
608,2025-06-08,F05,Margherita Pizza,Italian,900
608,2025-06-08,F06,Garlic Bread,Italian,250
609,2025-03-27,F07,California Roll Sushi,Japanese,700
609,2025-03-27,F08,Miso Soup,Japanese,150
609,2025-03-27,F09,Green Tea,Beverages,100
610,2025-04-03,F01,Beef Burger,Fast Food,450
610,2025-04-03,F02,French Fries,Fast Food,200
610,2025-04-03,F03,Soda,Beverages,100
610,2025-04-03,F14,Chocolate Cake,Dessert,300
611,2025-05-27,F04,Chicken Wings,Fast Food,500
611,2025-05-27,F08,Miso Soup,Japanese,150
612,2025-03-11,F04,Chicken Wings,Fast Food,500
612,2025-03-11,F02,French Fries,Fast Food,200
612,2025-03-11,F12,Naan Bread,Indian,80
613,2025-05-06,F03,Soda,Beverages,100
613,2025-05-06,F06,Garlic Bread,Italian,250
614,2025-03-13,F08,Miso Soup,Japanese,150
614,2025-03-13,F04,Chicken Wings,Fast Food,500
615,2025-01-23,F05,Margherita Pizza,Italian,900
616,2025-05-10,F13,Chapati,Local,50
617,2025-05-01,F10,Chicken Biryani,Indian,550
617,2025-05-01,F08,Miso Soup,Japanese,150
617,2025-05-01,F01,Beef Burger,Fast Food,450
618,2025-02-19,F15,Ice Cream,Dessert,250
619,2025-01-15,F12,Naan Bread,Indian,80
620,2025-01-13,F05,Margherita Pizza,Italian,900
620,2025-01-13,F02,French Fries,Fast Food,200
620,2025-01-13,F09,Green Tea,Beverages,100
620,2025-01-13,F08,Miso Soup,Japanese,150
621,2025-01-07,F10,Chicken Biryani,Indian,550
621,2025-01-07,F11,Raita,Indian,100
621,2025-01-07,F12,Naan Bread,Indian,80
622,2025-03-22,F04,Chicken Wings,Fast Food,500
622,2025-03-22,F02,French Fries,Fast Food,200
622,2025-03-22,F13,Chapati,Local,50
622,2025-03-22,F14,Chocolate Cake,Dessert,300
623,2025-06-22,F01,Beef Burger,Fast Food,450
623,2025-06-22,F02,French Fries,Fast Food,200
623,2025-06-22,F03,Soda,Beverages,100
623,2025-06-22,F06,Garlic Bread,Italian,250
624,2025-03-05,F01,Beef Burger,Fast Food,450
624,2025-03-05,F02,French Fries,Fast Food,200
624,2025-03-05,F03,Soda,Beverages,100
625,2025-06-06,F15,Ice Cream,Dessert,250
625,2025-06-06,F13,Chapati,Local,50
625,2025-06-06,F11,Raita,Indian,100
626,2025-04-08,F01,Beef Burger,Fast Food,450
626,2025-04-08,F05,Margherita Pizza,Italian,900
626,2025-04-08,F03,Soda,Beverages,100
626,2025-04-08,F10,Chicken Biryani,Indian,550
627,2025-04-08,F05,Margherita Pizza,Italian,900
627,2025-04-08,F06,Garlic Bread,Italian,250
627,2025-04-08,F03,Soda,Beverages,100
628,2025-01-08,F10,Chicken Biryani,Indian,550
628,2025-01-08,F11,Raita,Indian,100
628,2025-01-08,F12,Naan Bread,Indian,80
628,2025-01-08,F15,Ice Cream,Dessert,250
629,2025-04-13,F07,California Roll Sushi,Japanese,700
629,2025-04-13,F08,Miso Soup,Japanese,150
629,2025-04-13,F09,Green Tea,Beverages,100
629,2025-04-13,F10,Chicken Biryani,Indian,550
630,2025-05-30,F05,Margherita Pizza,Italian,900
630,2025-05-30,F14,Chocolate Cake,Dessert,300
631,2025-02-28,F01,Beef Burger,Fast Food,450
631,2025-02-28,F15,Ice Cream,Dessert,250
632,2025-01-26,F01,Beef Burger,Fast Food,450
632,2025-01-26,F02,French Fries,Fast Food,200
632,2025-01-26,F03,Soda,Beverages,100
633,2025-01-19,F10,Chicken Biryani,Indian,550
633,2025-01-19,F11,Raita,Indian,100
633,2025-01-19,F12,Naan Bread,Indian,80
633,2025-01-19,F15,Ice Cream,Dessert,250
634,2025-05-25,F15,Ice Cream,Dessert,250
634,2025-05-25,F10,Chicken Biryani,Indian,550
634,2025-05-25,F03,Soda,Beverages,100
634,2025-05-25,F14,Chocolate Cake,Dessert,300
635,2025-05-03,F04,Chicken Wings,Fast Food,500
635,2025-05-03,F02,French Fries,Fast Food,200
635,2025-05-03,F03,Soda,Beverages,100
635,2025-05-03,F10,Chicken Biryani,Indian,550
636,2025-03-23,F02,French Fries,Fast Food,200
636,2025-03-23,F08,Miso Soup,Japanese,150
636,2025-03-23,F06,Garlic Bread,Italian,250
636,2025-03-23,F15,Ice Cream,Dessert,250
637,2025-04-11,F04,Chicken Wings,Fast Food,500
638,2025-05-11,F15,Ice Cream,Dessert,250
639,2025-01-03,F10,Chicken Biryani,Indian,550
639,2025-01-03,F11,Raita,Indian,100
639,2025-01-03,F12,Naan Bread,Indian,80
640,2025-04-25,F01,Beef Burger,Fast Food,450
640,2025-04-25,F02,French Fries,Fast Food,200
640,2025-04-25,F03,Soda,Beverages,100
640,2025-04-25,F15,Ice Cream,Dessert,250
641,2025-06-05,F07,California Roll Sushi,Japanese,700
641,2025-06-05,F08,Miso Soup,Japanese,150
642,2025-04-30,F01,Beef Burger,Fast Food,450
642,2025-04-30,F02,French Fries,Fast Food,200
643,2025-01-31,F01,Beef Burger,Fast Food,450
643,2025-01-31,F02,French Fries,Fast Food,200
644,2025-02-01,F06,Garlic Bread,Italian,250
645,2025-02-11,F06,Garlic Bread,Italian,250
645,2025-02-11,F14,Chocolate Cake,Dessert,300
646,2025-04-01,F10,Chicken Biryani,Indian,550
646,2025-04-01,F15,Ice Cream,Dessert,250
647,2025-06-15,F11,Raita,Indian,100
647,2025-06-15,F09,Green Tea,Beverages,100
647,2025-06-15,F12,Naan Bread,Indian,80
647,2025-06-15,F05,Margherita Pizza,Italian,900
648,2025-06-05,F04,Chicken Wings,Fast Food,500
648,2025-06-05,F02,French Fries,Fast Food,200
648,2025-06-05,F13,Chapati,Local,50
649,2025-01-26,F05,Margherita Pizza,Italian,900
649,2025-01-26,F06,Garlic Bread,Italian,250
649,2025-01-26,F03,Soda,Beverages,100
650,2025-02-08,F07,California Roll Sushi,Japanese,700
650,2025-02-08,F12,Naan Bread,Indian,80
650,2025-02-08,F05,Margherita Pizza,Italian,900
650,2025-02-08,F04,Chicken Wings,Fast Food,500
651,2025-01-13,F05,Margherita Pizza,Italian,900
651,2025-01-13,F08,Miso Soup,Japanese,150
651,2025-01-13,F04,Chicken Wings,Fast Food,500
651,2025-01-13,F09,Green Tea,Beverages,100
652,2025-05-14,F05,Margherita Pizza,Italian,900
652,2025-05-14,F06,Garlic Bread,Italian,250
653,2025-05-24,F10,Chicken Biryani,Indian,550
653,2025-05-24,F11,Raita,Indian,100
653,2025-05-24,F12,Naan Bread,Indian,80
654,2025-05-21,F04,Chicken Wings,Fast Food,500
654,2025-05-21,F10,Chicken Biryani,Indian,550
654,2025-05-21,F02,French Fries,Fast Food,200
654,2025-05-21,F14,Chocolate Cake,Dessert,300
655,2025-03-09,F07,California Roll Sushi,Japanese,700
655,2025-03-09,F08,Miso Soup,Japanese,150
656,2025-06-04,F03,Soda,Beverages,100
656,2025-06-04,F14,Chocolate Cake,Dessert,300
656,2025-06-04,F08,Miso Soup,Japanese,150
657,2025-04-11,F07,California Roll Sushi,Japanese,700
657,2025-04-11,F08,Miso Soup,Japanese,150
657,2025-04-11,F09,Green Tea,Beverages,100
657,2025-04-11,F11,Raita,Indian,100
658,2025-06-28,F07,California Roll Sushi,Japanese,700
658,2025-06-28,F08,Miso Soup,Japanese,150
658,2025-06-28,F14,Chocolate Cake,Dessert,300
659,2025-01-24,F05,Margherita Pizza,Italian,900
659,2025-01-24,F06,Garlic Bread,Italian,250
660,2025-02-08,F13,Chapati,Local,50
660,2025-02-08,F11,Raita,Indian,100
660,2025-02-08,F05,Margherita Pizza,Italian,900
661,2025-02-12,F13,Chapati,Local,50
661,2025-02-12,F09,Green Tea,Beverages,100
662,2025-04-07,F07,California Roll Sushi,Japanese,700
662,2025-04-07,F08,Miso Soup,Japanese,150
662,2025-04-07,F09,Green Tea,Beverages,100
662,2025-04-07,F14,Chocolate Cake,Dessert,300
663,2025-01-07,F07,California Roll Sushi,Japanese,700
663,2025-01-07,F08,Miso Soup,Japanese,150
663,2025-01-07,F09,Green Tea,Beverages,100
663,2025-01-07,F15,Ice Cream,Dessert,250
664,2025-06-27,F10,Chicken Biryani,Indian,550
664,2025-06-27,F11,Raita,Indian,100
664,2025-06-27,F12,Naan Bread,Indian,80
664,2025-06-27,F14,Chocolate Cake,Dessert,300
665,2025-01-14,F08,Miso Soup,Japanese,150
665,2025-01-14,F10,Chicken Biryani,Indian,550
665,2025-01-14,F07,California Roll Sushi,Japanese,700
665,2025-01-14,F11,Raita,Indian,100
666,2025-01-24,F03,Soda,Beverages,100
666,2025-01-24,F04,Chicken Wings,Fast Food,500
666,2025-01-24,F07,California Roll Sushi,Japanese,700
667,2025-02-26,F04,Chicken Wings,Fast Food,500
667,2025-02-26,F02,French Fries,Fast Food,200
668,2025-04-03,F01,Beef Burger,Fast Food,450
668,2025-04-03,F02,French Fries,Fast Food,200
668,2025-04-03,F03,Soda,Beverages,100
669,2025-04-30,F10,Chicken Biryani,Indian,550
669,2025-04-30,F11,Raita,Indian,100
669,2025-04-30,F12,Naan Bread,Indian,80
670,2025-01-24,F05,Margherita Pizza,Italian,900
670,2025-01-24,F02,French Fries,Fast Food,200
670,2025-01-24,F01,Beef Burger,Fast Food,450
670,2025-01-24,F09,Green Tea,Beverages,100
671,2025-05-14,F14,Chocolate Cake,Dessert,300
671,2025-05-14,F03,Soda,Beverages,100
672,2025-02-28,F01,Beef Burger,Fast Food,450
672,2025-02-28,F02,French Fries,Fast Food,200
672,2025-02-28,F12,Naan Bread,Indian,80
673,2025-03-27,F01,Beef Burger,Fast Food,450
673,2025-03-27,F02,French Fries,Fast Food,200
674,2025-05-06,F12,Naan Bread,Indian,80
675,2025-03-15,F12,Naan Bread,Indian,80
675,2025-03-15,F11,Raita,Indian,100
676,2025-06-25,F15,Ice Cream,Dessert,250
676,2025-06-25,F06,Garlic Bread,Italian,250
676,2025-06-25,F08,Miso Soup,Japanese,150
676,2025-06-25,F07,California Roll Sushi,Japanese,700
677,2025-02-12,F13,Chapati,Local,50
678,2025-03-23,F05,Margherita Pizza,Italian,900
678,2025-03-23,F06,Garlic Bread,Italian,250
679,2025-01-06,F02,French Fries,Fast Food,200
679,2025-01-06,F03,Soda,Beverages,100
680,2025-03-01,F04,Chicken Wings,Fast Food,500
680,2025-03-01,F02,French Fries,Fast Food,200
681,2025-02-23,F10,Chicken Biryani,Indian,550
681,2025-02-23,F11,Raita,Indian,100
681,2025-02-23,F12,Naan Bread,Indian,80
682,2025-03-21,F09,Green Tea,Beverages,100
683,2025-04-15,F14,Chocolate Cake,Dessert,300
683,2025-04-15,F06,Garlic Bread,Italian,250
683,2025-04-15,F08,Miso Soup,Japanese,150
684,2025-01-01,F02,French Fries,Fast Food,200
684,2025-01-01,F12,Naan Bread,Indian,80
685,2025-05-09,F11,Raita,Indian,100
686,2025-06-09,F01,Beef Burger,Fast Food,450
686,2025-06-09,F07,California Roll Sushi,Japanese,700
686,2025-06-09,F11,Raita,Indian,100
686,2025-06-09,F14,Chocolate Cake,Dessert,300
687,2025-02-23,F10,Chicken Biryani,Indian,550
687,2025-02-23,F11,Raita,Indian,100
687,2025-02-23,F12,Naan Bread,Indian,80
687,2025-02-23,F15,Ice Cream,Dessert,250
688,2025-01-14,F04,Chicken Wings,Fast Food,500
688,2025-01-14,F02,French Fries,Fast Food,200
689,2025-03-10,F07,California Roll Sushi,Japanese,700
689,2025-03-10,F08,Miso Soup,Japanese,150
690,2025-06-11,F05,Margherita Pizza,Italian,900
690,2025-06-11,F06,Garlic Bread,Italian,250
691,2025-02-21,F07,California Roll Sushi,Japanese,700
691,2025-02-21,F13,Chapati,Local,50
692,2025-01-02,F08,Miso Soup,Japanese,150
692,2025-01-02,F09,Green Tea,Beverages,100
693,2025-01-03,F01,Beef Burger,Fast Food,450
693,2025-01-03,F02,French Fries,Fast Food,200
693,2025-01-03,F03,Soda,Beverages,100
693,2025-01-03,F14,Chocolate Cake,Dessert,300
694,2025-02-06,F10,Chicken Biryani,Indian,550
694,2025-02-06,F11,Raita,Indian,100
694,2025-02-06,F12,Naan Bread,Indian,80
695,2025-05-22,F01,Beef Burger,Fast Food,450
695,2025-05-22,F10,Chicken Biryani,Indian,550
695,2025-05-22,F07,California Roll Sushi,Japanese,700
695,2025-05-22,F12,Naan Bread,Indian,80
696,2025-05-19,F05,Margherita Pizza,Italian,900
696,2025-05-19,F06,Garlic Bread,Italian,250
696,2025-05-19,F14,Chocolate Cake,Dessert,300
697,2025-05-30,F01,Beef Burger,Fast Food,450
697,2025-05-30,F02,French Fries,Fast Food,200
697,2025-05-30,F03,Soda,Beverages,100
698,2025-06-12,F11,Raita,Indian,100
699,2025-03-01,F04,Chicken Wings,Fast Food,500
699,2025-03-01,F02,French Fries,Fast Food,200
700,2025-05-12,F07,California Roll Sushi,Japanese,700
700,2025-05-12,F08,Miso Soup,Japanese,150
701,2025-03-11,F07,California Roll Sushi,Japanese,700
701,2025-03-11,F15,Ice Cream,Dessert,250
701,2025-03-11,F03,Soda,Beverages,100
701,2025-03-11,F05,Margherita Pizza,Italian,900
702,2025-05-27,F10,Chicken Biryani,Indian,550
702,2025-05-27,F11,Raita,Indian,100
702,2025-05-27,F12,Naan Bread,Indian,80
702,2025-05-27,F15,Ice Cream,Dessert,250
703,2025-04-21,F05,Margherita Pizza,Italian,900
703,2025-04-21,F06,Garlic Bread,Italian,250
704,2025-01-13,F07,California Roll Sushi,Japanese,700
704,2025-01-13,F08,Miso Soup,Japanese,150
705,2025-02-01,F06,Garlic Bread,Italian,250
706,2025-05-17,F10,Chicken Biryani,Indian,550
706,2025-05-17,F03,Soda,Beverages,100
706,2025-05-17,F02,French Fries,Fast Food,200
706,2025-05-17,F07,California Roll Sushi,Japanese,700
706,2025-05-17,F14,Chocolate Cake,Dessert,300
707,2025-05-21,F10,Chicken Biryani,Indian,550
707,2025-05-21,F11,Raita,Indian,100
707,2025-05-21,F12,Naan Bread,Indian,80
708,2025-06-24,F01,Beef Burger,Fast Food,450
708,2025-06-24,F02,French Fries,Fast Food,200
709,2025-04-06,F11,Raita,Indian,100
710,2025-05-04,F07,California Roll Sushi,Japanese,700
710,2025-05-04,F08,Miso Soup,Japanese,150
710,2025-05-04,F09,Green Tea,Beverages,100
711,2025-05-07,F03,Soda,Beverages,100
711,2025-05-07,F13,Chapati,Local,50
711,2025-05-07,F14,Chocolate Cake,Dessert,300
712,2025-01-28,F08,Miso Soup,Japanese,150
712,2025-01-28,F05,Margherita Pizza,Italian,900
712,2025-01-28,F14,Chocolate Cake,Dessert,300
713,2025-01-17,F01,Beef Burger,Fast Food,450
713,2025-01-17,F05,Margherita Pizza,Italian,900
713,2025-01-17,F02,French Fries,Fast Food,200
713,2025-01-17,F03,Soda,Beverages,100
714,2025-01-02,F01,Beef Burger,Fast Food,450
714,2025-01-02,F02,French Fries,Fast Food,200
714,2025-01-02,F03,Soda,Beverages,100
715,2025-03-29,F12,Naan Bread,Indian,80
715,2025-03-29,F01,Beef Burger,Fast Food,450
715,2025-03-29,F05,Margherita Pizza,Italian,900
716,2025-01-02,F07,California Roll Sushi,Japanese,700
716,2025-01-02,F01,Beef Burger,Fast Food,450
716,2025-01-02,F11,Raita,Indian,100
717,2025-01-25,F12,Naan Bread,Indian,80
717,2025-01-25,F02,French Fries,Fast Food,200
717,2025-01-25,F06,Garlic Bread,Italian,250
718,2025-05-25,F04,Chicken Wings,Fast Food,500
718,2025-05-25,F02,French Fries,Fast Food,200
719,2025-02-07,F01,Beef Burger,Fast Food,450
719,2025-02-07,F02,French Fries,Fast Food,200
719,2025-02-07,F03,Soda,Beverages,100
719,2025-02-07,F14,Chocolate Cake,Dessert,300
720,2025-01-13,F01,Beef Burger,Fast Food,450
720,2025-01-13,F02,French Fries,Fast Food,200
721,2025-01-30,F12,Naan Bread,Indian,80
721,2025-01-30,F15,Ice Cream,Dessert,250
722,2025-01-27,F01,Beef Burger,Fast Food,450
722,2025-01-27,F02,French Fries,Fast Food,200
722,2025-01-27,F03,Soda,Beverages,100
723,2025-04-11,F10,Chicken Biryani,Indian,550
723,2025-04-11,F11,Raita,Indian,100
723,2025-04-11,F12,Naan Bread,Indian,80
723,2025-04-11,F14,Chocolate Cake,Dessert,300
724,2025-05-28,F10,Chicken Biryani,Indian,550
724,2025-05-28,F11,Raita,Indian,100
724,2025-05-28,F12,Naan Bread,Indian,80
724,2025-05-28,F02,French Fries,Fast Food,200
725,2025-06-03,F05,Margherita Pizza,Italian,900
725,2025-06-03,F06,Garlic Bread,Italian,250
726,2025-03-19,F10,Chicken Biryani,Indian,550
726,2025-03-19,F11,Raita,Indian,100
726,2025-03-19,F12,Naan Bread,Indian,80
727,2025-05-31,F04,Chicken Wings,Fast Food,500
727,2025-05-31,F09,Green Tea,Beverages,100
727,2025-05-31,F12,Naan Bread,Indian,80
727,2025-05-31,F14,Chocolate Cake,Dessert,300
728,2025-01-28,F14,Chocolate Cake,Dessert,300
728,2025-01-28,F02,French Fries,Fast Food,200
729,2025-03-11,F04,Chicken Wings,Fast Food,500
729,2025-03-11,F02,French Fries,Fast Food,200
729,2025-03-11,F03,Soda,Beverages,100
730,2025-04-20,F13,Chapati,Local,50
730,2025-04-20,F02,French Fries,Fast Food,200
731,2025-06-29,F01,Beef Burger,Fast Food,450
731,2025-06-29,F02,French Fries,Fast Food,200
732,2025-01-30,F14,Chocolate Cake,Dessert,300
732,2025-01-30,F07,California Roll Sushi,Japanese,700
732,2025-01-30,F15,Ice Cream,Dessert,250
732,2025-01-30,F04,Chicken Wings,Fast Food,500
733,2025-03-04,F07,California Roll Sushi,Japanese,700
733,2025-03-04,F08,Miso Soup,Japanese,150
734,2025-02-08,F10,Chicken Biryani,Indian,550
734,2025-02-08,F11,Raita,Indian,100
734,2025-02-08,F12,Naan Bread,Indian,80
735,2025-01-27,F11,Raita,Indian,100
735,2025-01-27,F14,Chocolate Cake,Dessert,300
735,2025-01-27,F05,Margherita Pizza,Italian,900
736,2025-03-24,F08,Miso Soup,Japanese,150
737,2025-04-23,F08,Miso Soup,Japanese,150
738,2025-01-01,F06,Garlic Bread,Italian,250
739,2025-02-10,F07,California Roll Sushi,Japanese,700
740,2025-03-01,F07,California Roll Sushi,Japanese,700
740,2025-03-01,F08,Miso Soup,Japanese,150
741,2025-03-02,F01,Beef Burger,Fast Food,450
741,2025-03-02,F02,French Fries,Fast Food,200
742,2025-02-18,F03,Soda,Beverages,100
743,2025-05-01,F10,Chicken Biryani,Indian,550
743,2025-05-01,F11,Raita,Indian,100
743,2025-05-01,F12,Naan Bread,Indian,80
744,2025-05-24,F06,Garlic Bread,Italian,250
745,2025-03-18,F02,French Fries,Fast Food,200
746,2025-01-16,F09,Green Tea,Beverages,100
746,2025-01-16,F06,Garlic Bread,Italian,250
746,2025-01-16,F08,Miso Soup,Japanese,150
746,2025-01-16,F14,Chocolate Cake,Dessert,300
747,2025-06-25,F07,California Roll Sushi,Japanese,700
747,2025-06-25,F08,Miso Soup,Japanese,150
747,2025-06-25,F09,Green Tea,Beverages,100
748,2025-05-08,F04,Chicken Wings,Fast Food,500
748,2025-05-08,F02,French Fries,Fast Food,200
748,2025-05-08,F03,Soda,Beverages,100
748,2025-05-08,F14,Chocolate Cake,Dessert,300
749,2025-05-06,F15,Ice Cream,Dessert,250
749,2025-05-06,F04,Chicken Wings,Fast Food,500
750,2025-02-25,F05,Margherita Pizza,Italian,900
750,2025-02-25,F06,Garlic Bread,Italian,250
750,2025-02-25,F03,Soda,Beverages,100
751,2025-05-19,F12,Naan Bread,Indian,80
751,2025-05-19,F02,French Fries,Fast Food,200
751,2025-05-19,F03,Soda,Beverages,100
752,2025-05-30,F01,Beef Burger,Fast Food,450
752,2025-05-30,F02,French Fries,Fast Food,200
753,2025-05-14,F03,Soda,Beverages,100
753,2025-05-14,F13,Chapati,Local,50
753,2025-05-14,F11,Raita,Indian,100
753,2025-05-14,F09,Green Tea,Beverages,100
753,2025-05-14,F14,Chocolate Cake,Dessert,300
754,2025-05-30,F05,Margherita Pizza,Italian,900
754,2025-05-30,F06,Garlic Bread,Italian,250
755,2025-06-01,F12,Naan Bread,Indian,80
755,2025-06-01,F14,Chocolate Cake,Dessert,300
755,2025-06-01,F10,Chicken Biryani,Indian,550
755,2025-06-01,F01,Beef Burger,Fast Food,450
756,2025-06-12,F04,Chicken Wings,Fast Food,500
756,2025-06-12,F14,Chocolate Cake,Dessert,300
757,2025-03-02,F03,Soda,Beverages,100
757,2025-03-02,F11,Raita,Indian,100
757,2025-03-02,F08,Miso Soup,Japanese,150
757,2025-03-02,F05,Margherita Pizza,Italian,900
757,2025-03-02,F15,Ice Cream,Dessert,250
758,2025-04-17,F13,Chapati,Local,50
758,2025-04-17,F10,Chicken Biryani,Indian,550
758,2025-04-17,F06,Garlic Bread,Italian,250
759,2025-05-13,F07,California Roll Sushi,Japanese,700
759,2025-05-13,F08,Miso Soup,Japanese,150
760,2025-04-06,F01,Beef Burger,Fast Food,450
761,2025-06-28,F01,Beef Burger,Fast Food,450
761,2025-06-28,F02,French Fries,Fast Food,200
762,2025-05-23,F05,Margherita Pizza,Italian,900
762,2025-05-23,F04,Chicken Wings,Fast Food,500
762,2025-05-23,F03,Soda,Beverages,100
763,2025-02-18,F07,California Roll Sushi,Japanese,700
763,2025-02-18,F14,Chocolate Cake,Dessert,300
763,2025-02-18,F08,Miso Soup,Japanese,150
764,2025-02-18,F15,Ice Cream,Dessert,250
764,2025-02-18,F04,Chicken Wings,Fast Food,500
765,2025-06-13,F10,Chicken Biryani,Indian,550
766,2025-05-21,F09,Green Tea,Beverages,100
767,2025-04-21,F08,Miso Soup,Japanese,150
767,2025-04-21,F07,California Roll Sushi,Japanese,700
767,2025-04-21,F09,Green Tea,Beverages,100
767,2025-04-21,F04,Chicken Wings,Fast Food,500
767,2025-04-21,F14,Chocolate Cake,Dessert,300
768,2025-03-07,F05,Margherita Pizza,Italian,900
769,2025-01-09,F07,California Roll Sushi,Japanese,700
769,2025-01-09,F08,Miso Soup,Japanese,150
770,2025-02-25,F07,California Roll Sushi,Japanese,700
770,2025-02-25,F08,Miso Soup,Japanese,150
771,2025-06-03,F05,Margherita Pizza,Italian,900
771,2025-06-03,F06,Garlic Bread,Italian,250
772,2025-02-07,F07,California Roll Sushi,Japanese,700
772,2025-02-07,F08,Miso Soup,Japanese,150
772,2025-02-07,F09,Green Tea,Beverages,100
773,2025-04-01,F04,Chicken Wings,Fast Food,500
773,2025-04-01,F10,Chicken Biryani,Indian,550
773,2025-04-01,F09,Green Tea,Beverages,100
774,2025-02-02,F05,Margherita Pizza,Italian,900
774,2025-02-02,F06,Garlic Bread,Italian,250
774,2025-02-02,F03,Soda,Beverages,100
775,2025-03-23,F10,Chicken Biryani,Indian,550
775,2025-03-23,F11,Raita,Indian,100
775,2025-03-23,F12,Naan Bread,Indian,80
776,2025-06-19,F05,Margherita Pizza,Italian,900
776,2025-06-19,F06,Garlic Bread,Italian,250
776,2025-06-19,F03,Soda,Beverages,100
776,2025-06-19,F14,Chocolate Cake,Dessert,300
777,2025-02-22,F14,Chocolate Cake,Dessert,300
777,2025-02-22,F02,French Fries,Fast Food,200
778,2025-01-03,F01,Beef Burger,Fast Food,450
778,2025-01-03,F11,Raita,Indian,100
779,2025-04-13,F02,French Fries,Fast Food,200
779,2025-04-13,F03,Soda,Beverages,100
780,2025-02-06,F05,Margherita Pizza,Italian,900
780,2025-02-06,F06,Garlic Bread,Italian,250
780,2025-02-06,F03,Soda,Beverages,100
780,2025-02-06,F15,Ice Cream,Dessert,250
781,2025-06-21,F10,Chicken Biryani,Indian,550
781,2025-06-21,F11,Raita,Indian,100
781,2025-06-21,F12,Naan Bread,Indian,80
782,2025-01-13,F07,California Roll Sushi,Japanese,700
782,2025-01-13,F08,Miso Soup,Japanese,150
783,2025-01-12,F07,California Roll Sushi,Japanese,700
783,2025-01-12,F08,Miso Soup,Japanese,150
783,2025-01-12,F15,Ice Cream,Dessert,250
784,2025-03-12,F05,Margherita Pizza,Italian,900
784,2025-03-12,F06,Garlic Bread,Italian,250
784,2025-03-12,F03,Soda,Beverages,100
785,2025-05-22,F06,Garlic Bread,Italian,250
785,2025-05-22,F15,Ice Cream,Dessert,250
785,2025-05-22,F07,California Roll Sushi,Japanese,700
785,2025-05-22,F09,Green Tea,Beverages,100
786,2025-03-05,F04,Chicken Wings,Fast Food,500
786,2025-03-05,F02,French Fries,Fast Food,200
787,2025-06-16,F04,Chicken Wings,Fast Food,500
787,2025-06-16,F02,French Fries,Fast Food,200
788,2025-04-19,F05,Margherita Pizza,Italian,900
788,2025-04-19,F06,Garlic Bread,Italian,250
788,2025-04-19,F03,Soda,Beverages,100
789,2025-01-15,F01,Beef Burger,Fast Food,450
789,2025-01-15,F14,Chocolate Cake,Dessert,300
790,2025-01-07,F10,Chicken Biryani,Indian,550
790,2025-01-07,F11,Raita,Indian,100
790,2025-01-07,F12,Naan Bread,Indian,80
791,2025-06-20,F14,Chocolate Cake,Dessert,300
791,2025-06-20,F12,Naan Bread,Indian,80
791,2025-06-20,F07,California Roll Sushi,Japanese,700
791,2025-06-20,F02,French Fries,Fast Food,200
792,2025-04-27,F01,Beef Burger,Fast Food,450
